ID,Numar post de transformare,Nume,Descrierea BDI,Proprietar,Detaliere Proprietar,Locatia 1,Sucursala,Locatia CE,Numar,PA/PT,Descriere loc functional Retele JT,Descriere obiect tehnic LES JT,Descriere obiect tehnic LEA JT,Tipul constructiv al PT*,Descriere loc functional,Grup planificatori pentru serviciu clienti si intr unit log,Post de lucru,Post de lucru principal pentru sarcini intret,Sectie unitate logistica,Unitate logistica de planificare a întretinerii,Unitate logistica de întretinere,Unitati logistice asociate cu post lucru principal
4181,308,BERCA_2,PTA 0308 BERCA_2,DEER,1,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,2,PT,RET JT PTA 0308 BERCA_2,LES JT PTA 0308 BERCA II,LEA JT PTA 0308 BERCA II,PTA - Aerian,PTA 0308 BERCA_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4185,308,PATARLAGELE 3,PTA 0308 PATARLAGELE 3,DEER,,LEA 20 KV PALTINENI,Buzau,LEA 20 KV PALTINENI CE MT JT BUZAU NORD,4,PT,RET JT PTA 0308 PATARLAGELE 3,LES JT PTA 0308 PATARLAGELE 3,LEA JT PTA 0308 PATARLAGELE 3,PTA - Aerian,PTA 0308 PATARLAGELE 3,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10657,308,"BOBOC, APROPIATA","PTAB 0308 BOBOC, APROPIATA",DEER,,LEA 20 KV IRIGATII,Buzau,LEA 20 KV IRIGATII CE MT JT BUZAU NORD,28,PT,"RET JT PTAB 0308 BOBOC, APROPIATA",,,PTAB - Anvelopa de Beton,"PTAB 0308 BOBOC, APROPIATA",CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7848,308,LUCIU_1,PTA 0308 LUCIU_1,DEER,,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,5,PT,RET JT PTA 0308 LUCIU_1,,LEA JT PTA 0308 LUCIU,PTA - Aerian,PTA 0308 LUCIU_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10292,309,PECO PATARLAGELE,PTAB 0309 PECO PATARLAGELE,DEER,,LES 20 KV FILATURA BZ,Buzau,LES 20 KV FILATURA BZ CE MT JT BUZAU+BUZAU SUD,6,PT,RET JT PTAB 0309 PECO PATARLAGELE,,,PTAB - Anvelopa de Beton,PTAB 0309 PECO PATARLAGELE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7850,309,MEREI,PTA 0309 MEREI,DEER,,LEA 20 KV MONTEORU,Buzau,LEA 20 KV MONTEORU CE MT JT BUZAU+BUZAU SUD,5,PT,RET JT PTA 0309 MEREI,,LEA JT PTA 0309 MEREI,PTA - Aerian,PTA 0309 MEREI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4197,309,BERCA_3,PTA 0309 BERCA_3,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,3,PT,RET JT PTA 0309 BERCA_3,LES JT PTA 0309 BERCA III,LEA JT PTA 0309 BERCA III,PTA - Aerian,PTA 0309 BERCA_3,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10652,309,"BOBOC, PISTA","PTAB 0309 BOBOC, PISTA",DEER,"BOBOC, PISTA",LEA 20 KV IRIGATII,Buzau,LEA 20 KV IRIGATII CE MT JT BUZAU NORD,29,PT,"RET JT PTAB 0309 BOBOC, PISTA",,,PTAB - Anvelopa de Beton,"PTAB 0309 BOBOC, PISTA",CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7849,309,LUCIU_2,PTA 0309 LUCIU_2,DEER,,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,6,PT,RET JT PTA 0309 LUCIU_2,,LEA JT PTA 0309 LUCIU,PTA - Aerian,PTA 0309 LUCIU_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11418,310,PENNY MARKET PATARLAGE,PTAB 0310 PENNY MARKET PATARLAGE,DEER,,LES 20 KV FILATURA BZ,Buzau,LES 20 KV FILATURA BZ CE MT JT BUZAU+BUZAU SUD,7,PT,RET JT PTAB 0310 PENNY MARKET PATARLA,,,PTAB - Anvelopa de Beton,PTAB 0310 PENNY MARKET PATARLAGE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7852,310,DEALUL PINULUI TISAU,PTA 0310 DEALUL PINULUI TISAU,DEER,,LEA 20 KV ZORESTI,Buzau,LEA 20 KV ZORESTI CE MT JT BUZAU+BUZAU SUD,49,PT,RET JT PTA 0310 DEALUL PINULUI TISAU,,LEA JT PTA 0310 DEALUL PINULUI TISAU,PTA - Aerian,PTA 0310 DEALUL PINULUI TISAU,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4225,310,JOSENI I,PTA 0310 JOSENI I,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,4,PT,RET JT PTA 0310 JOSENI I,LES JT PTA 0310 JOSENI I,LEA JT PTA 0310 JOSENI I,PTA - Aerian,PTA 0310 JOSENI I,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
17450,311,PATIRLAGELE BEJBANESTI,PTAB 0311 PATIRLAGELE BEJBANESTI,DEER,PATIRLAGELE BEJBANESTI,LES 20 KV FILATURA BZ,Buzau,LES 20 KV FILATURA BZ CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTAB 0311 PATIRLAGELE BEJBANES,LES JT PTAB 0147 XXL BUZAU,,PTAB - Anvelopa de Beton,PTAB 0311 PATIRLAGELE BEJBANESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4238,311,JOSENI_2,PTA 0311 JOSENI_2,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,5,PT,RET JT PTA 0311 JOSENI_2,LES JT PTA 0311 JOSENI II,LEA JT PTA 0311 JOSENI II,PTA - Aerian,PTA 0311 JOSENI_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
17451,312,PATIRLAGELE BRUTARIE,PTAB 0312 PATIRLAGELE BRUTARIE,DEER,,LES 20 KV FILATURA BZ,Buzau,LES 20 KV FILATURA BZ CE MT JT BUZAU+BUZAU SUD,5,PT,RET JT PTAB 0312 PATIRLAGELE BRUTARIE,LES JT PTAB 0147 XXL BUZAU,,PTAB - Anvelopa de Beton,PTAB 0312 PATIRLAGELE BRUTARIE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4246,312,JOSENI_3,PTA 0312 JOSENI_3,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,6,PT,RET JT PTA 0312 JOSENI_3,LES JT PTA 0312 JOSENI III,LEA JT PTA 0312 JOSENI III,PTA - Aerian,PTA 0312 JOSENI_3,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
17452,313,PATIRLAGELE GARA,PTAB 0313 PATIRLAGELE GARA,DEER,,LES 20 KV FILATURA BZ,Buzau,LES 20 KV FILATURA BZ CE MT JT BUZAU+BUZAU SUD,8,PT,RET JT PTAB 0313 PATIRLAGELE GARA,LES JT PTAB 0147 XXL BUZAU,,PTAB - Anvelopa de Beton,PTAB 0313 PATIRLAGELE GARA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4262,313,POLICIORI_1,PTA 0313 POLICIORI_1,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,7,PT,RET JT PTA 0313 POLICIORI_1,LES JT PTA 0313 POLICIORI I,LEA JT PTA 0313 POLICIORI I,PTA - Aerian,PTA 0313 POLICIORI_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7854,313,LARGU_1,PTA 0313 LARGU_1,DEER,MOD-TRAF-11-BUC,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,10,PT,RET JT PTA 0313 LARGU_1,,LEA JT PTA 0313 LARGU,PTA - Aerian,PTA 0313 LARGU_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
17453,314,PATIRLAGELE CRIVINENI,PTAB 0314 PATIRLAGELE CRIVINENI,DEER,,LES 20 KV FILATURA BZ,Buzau,LES 20 KV FILATURA BZ CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTAB 0314 PATIRLAGELE CRIVINEN,LES JT PTAB 0147 XXL BUZAU,,PTAB - Anvelopa de Beton,PTAB 0314 PATIRLAGELE CRIVINENI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
13914,314,VERNESTI,PTA 0314 VERNESTI,DEER,,LEA 20 KV VERNESTI,Buzau,LEA 20 KV VERNESTI CE MT JT BUZAU NORD,17,PT,RET JT PTA 0314 VERNESTI,,LEA JT PTA 0314 VERNESTI,PTA - Aerian,PTA 0314 VERNESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4276,314,POLICIORI_2,PTA 0314 POLICIORI_2,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,8,PT,RET JT PTA 0314 POLICIORI_2,LES JT PTA 0314 POLICIORI II,LEA JT PTA 0314 POLICIORI II,PTA - Aerian,PTA 0314 POLICIORI_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7855,314,LARGU_2,PTA 0314 LARGU_2,DEER,,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,12,PT,RET JT PTA 0314 LARGU_2,LES JT PTA 0314 LARGU,LEA JT PTA 0314 LARGU,PTA - Aerian,PTA 0314 LARGU_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11394,315,CAPATANESTI_4,PTA 0315 CAPATANESTI_4,DEER,,LEA 20 KV BECENI,Buzau,LEA 20 KV BECENI CE MT JT BUZAU NORD,12,PT,RET JT PTA 0315 CAPATANESTI_4,,LEA JT PTA 0315 CAPATANESTI,PTA - Aerian,PTA 0315 CAPATANESTI_4,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4295,315,TV SCORTOASA,PTA 0315 TV SCORTOASA,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,9,PT,RET JT PTA 0315 TV SCORTOASA,,LEA JT PTA 0315 RTV SCORTOASA,PTA - Aerian,PTA 0315 TV SCORTOASA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7856,315,CAP LARGU,PTA 0315 CAP LARGU,DEER,,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,13,PT,RET JT PTA 0315 CAP LARGU,LES JT PTA 0315 CAP LARGU,LEA JT PTA 0315 CAP LARGU,PTA - Aerian,PTA 0315 CAP LARGU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4310,316,SCORTOASA,PTA 0316 SCORTOASA,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,10,PT,RET JT PTA 0316 SCORTOASA,LES JT PTA 0316 SCORTOASA,LEA JT PTA 0316 SCORTOASA,PTA - Aerian,PTA 0316 SCORTOASA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7857,316,SCARLATESTI,LEA JT PTA 0316 SCARLATESTI     SAT,DEER,PTA 0316 SCARLATESTI,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,14,PT,RET JT PTA 0316 SCARLATESTI,,LEA JT PTA 0316 SCARLATESTI,PTA - Aerian,PTA 0316 SCARLATESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4323,317,GURA VAII_1,PTA 0317 GURA VAII_1,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,11,PT,RET JT PTA 0317 GURA VAII_1,LES JT PTA 0317 GURA VAII,LEA JT PTA 0317 GURA VAII,PTA - Aerian,PTA 0317 GURA VAII_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
19205,318,VALEA SALCIILOR 3,PTA 0318 VALEA SALCIILOR 3,DEER,,LEA 20 KV ZORESTI,Buzau,LEA 20 KV ZORESTI CE MT JT BUZAU+BUZAU SUD,43,PT,RET JT PTA 0318 VALEA SALCIILOR 3,,,PTA - Aerian,PTA 0318 VALEA SALCIILOR 3,CE MT JT Buzau+Buzau Sud,Formatia SO  Buzau 2,Formatia SO  Buzau 2,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
19350,318,COTUL CIORII,PTA 0318 COTUL CIORII,DEER,PTA 0318 COTUL CIORII,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,32,PT,RET JT PTA 0318 COTUL CIORII,,,PTA - Aerian,PTA 0318 COTUL CIORII,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4337,318,GRABICINA,PTA 0318 GRABICINA,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,12,PT,RET JT PTA 0318 GRABICINA,LES JT PTA 0318 GRABICINA,LEA JT PTA 0318 GRABICINA,PTA - Aerian,PTA 0318 GRABICINA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4346,319,BALTA TOCILA,PTA 0319 BALTA TOCILA,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,14,PT,RET JT PTA 0319 BALTA TOCILA,LES JT PTA 0319 BALTA TOCILA,LEA JT PTA 0319 BALTA TOCILA,PTA - Aerian,PTA 0319 BALTA TOCILA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4372,320,GOLU GRABICINEI,PTA 0320 GOLU GRABICINEI,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,15,PT,RET JT PTA 0320 GOLU GRABICINEI,,LEA JT PTA 0320 GOLU GRABICINEI,PTA - Aerian,PTA 0320 GOLU GRABICINEI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4389,321,DELENI,PTA 0321 DELENI,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,16,PT,RET JT PTA 0321 DELENI,LES JT PTA 0321 DELENI,LEA JT PTA 0321 DELENI,PTA - Aerian,PTA 0321 DELENI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4404,322,GURA VAII_2,PTA 0322 GURA VAII_2,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,17,PT,RET JT PTA 0322 GURA VAII_2,LES JT PTA 0322 GURA VAII,LEA JT PTA 0322 GURA VAII,PTA - Aerian,PTA 0322 GURA VAII_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7860,323,DEALUL VIEI,PTA 0323 DEALUL VIEI,DEER,,LEA 20 KV PIETROASELE,Buzau,LEA 20 KV PIETROASELE CE MT JT BUZAU+BUZAU SUD,14,PT,RET JT PTA 0323 DEALUL VIEI,,LEA JT PTA 0323 DEALUL VIEI,PTA - Aerian,PTA 0323 DEALUL VIEI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4417,323,VALEA VERZEI,PTA 0323 VALEA VERZEI,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,18,PT,RET JT PTA 0323 VALEA VERZEI,LES JT PTA 0323 VALEA VERZEI,LEA JT PTA 0323 VALEA VERZEI,PTA - Aerian,PTA 0323 VALEA VERZEI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7861,324,BALASTIERA_1,PTA 0324 BALASTIERA_1,DEER,VADU PASII,LEA 20 KV TOPITORIE,Buzau,LEA 20 KV TOPITORIE CE MT JT BUZAU+BUZAU SUD,12,PT,RET JT PTA 0324 BALASTIERA_1,,LEA JT PTA 0324 BALASTIERA_1,PTA - Aerian,PTA 0324 BALASTIERA_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7862,324,CAP MOVILA OII,PTA 0324 CAP MOVILA OII,DEER,,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,24,PT,RET JT PTA 0324 CAP MOVILA OII,,LEA JT PTA 0324 CAP MOVILA OII,PTA - Aerian,PTA 0324 CAP MOVILA OII,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4428,324,NEGOSINA_1,PTA 0324 NEGOSINA_1,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,22,PT,RET JT PTA 0324 NEGOSINA_1,LES JT PTA 0324 NEGOSINA I,LEA JT PTA 0324 NEGOSINA I,PTA - Aerian,PTA 0324 NEGOSINA_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4440,325,NEGOSINA_2,PTA 0325 NEGOSINA_2,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,23,PT,RET JT PTA 0325 NEGOSINA_2,LES JT PTA 0325 NEGOSINA II,LEA JT PTA 0325 NEGOSINA II,PTA - Aerian,PTA 0325 NEGOSINA_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7864,325,MOVILA OII,PTA 0325 MOVILA OII,DEER,,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,25,PT,RET JT PTA 0325 MOVILA OII,,LEA JT PTA 0325 MOVILA OII,PTA - Aerian,PTA 0325 MOVILA OII,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4445,326,PLOPEASA,PTA 0326 PLOPEASA,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,27,PT,RET JT PTA 0326 PLOPEASA,LES JT PTA 0326 PLOPEASA,LEA JT PTA 0326 PLOPEASA,PTA - Aerian,PTA 0326 PLOPEASA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11417,328,SARILE_2,PTA 0328 SARILE_2,DEER,,LEA 20 KV VINTILA VODA,Buzau,LEA 20 KV VINTILA VODA CE MT JT BUZAU NORD,66,PT,RET JT PTA 0328 SARILE_2,LES JT PTA 0328 SARILE 2,LEA JT PTA 0328 SARILE 2,PTA - Aerian,PTA 0328 SARILE_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7865,328,IAS CENTRU CILIBIA,PTA 0328 IAS CENTRU CILIBIA,DEER,,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,28,PT,RET JT PTA 0328 IAS CENTRU CILIBIA,,LEA JT PTA 0328 IAS CENTRU CILIBIA,PTA - Aerian,PTA 0328 IAS CENTRU CILIBIA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4470,328,CANESTI,PTA 0328 CANESTI,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,21,PT,RET JT PTA 0328 CANESTI,LES JT PTA 0328 CANESTI,LEA JT PTA 0328 CANESTI,PTA - Aerian,PTA 0328 CANESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7866,329,MANZU,PTA 0329 MANZU,DEER,,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,29,PT,RET JT PTA 0329 MANZU,,LEA JT PTA 0329 MANZU,PTA - Aerian,PTA 0329 MANZU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4479,329,GONTESTI,PTA 0329 GONTESTI,DEER,,LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,28,PT,RET JT PTA 0329 GONTESTI,LES JT PTA 0329 GONTESTI,LEA JT PTA 0329 GONTESTI,PTA - Aerian,PTA 0329 GONTESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4504,330,"CANESTI, PACURI","PTA 0330 CANESTI, PACURI",DEER,"CANESTI, PACURI",LEA 20 KV SCORTOASA,Buzau,LEA 20 KV SCORTOASA CE MT JT BUZAU NORD,29,PT,"RET JT PTA 0330 CANESTI, PACURI",LES JT PTA 0330 PACURI,LEA JT PTA 0330 PACURI,PTA - Aerian,"PTA 0330 CANESTI, PACURI",CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
